Date,Title,Article_Link,Article
24 6 2020,Man sentenced to 5 years in prison for sexual abuse of children,https://yle.fi/uutiset/11416587,"A district court in south west Finland has found a man guilty on multiple charges of sexual offenses against children and sentenced him to five years in prison.  The defendant had faced charges including aggravated sexual abuse of a child, aggravated child rape, and the possession and dissemination of indecent images of children. The victims were from different parts of Finland. One charge of aggravated sexual abuse involved a child born in 2017, who was indecently assaulted and photographed by the defendant. The prosecutor had demanded that the charge of aggravated rape of this child be added to the case, but the court dismissed this due to a lack of evidence. The man had used a number of different social media channels, including Instagram, to 'groom' children aged between nine and 13. Once he initiated contact with his victims, he turned the conversation to matters of a sexual nature, such as requesting them to send nude photos.  The court also heard that the defendant had sent photos of his own genitals to a number of the victims.  The crimes took place between 2019 and 2020, and were brought to the attention of Finnish police through tip-offs from both domestic and international sources. The court also ordered the defendant to pay a total of 35,000 euros compensation to the victims.  The decision of the district court is not final, leaving the man an opportunity to appeal. "
8 6 2020,Appeal Court reduces sentence for teacher convicted of child sex abuse,https://yle.fi/uutiset/11390203,"The Helsinki Appeal Court on Monday reduced the sentence of an over-40-year-old teacher convicted for acts of child sex abuse committed at a city school between 2013 and 2017. A lower court found the man guilty of touching pupils during class and sending them photos of his genitals as well as images depicting homosexual sex acts. In December 2018, the Helsinki District Court handed down an 18-month suspended sentence to the man on nine counts of child sex abuse. He was also ordered to pay damages ranging from 1,200 to 1,500 euros to victims. However the man appealed his sentence and on Monday the appellate court reduced the suspended sentence from 18 to 14 months. The appeal court ruled that not all of the instances when the man touched the pupils could be considered child sex abuse.  It rejected the lower court’s argument that touching the head, hair and neck and massaging the shoulders were sexual acts. It said that they were not sexual acts that could damage a child’s development and therefore in light of the circumstances were not sexual in nature. However it found that touching the children near their genitals, on their thighs and on their stomachs constituted sexual acts. With regard to one of the victims, the appeal court considered the question of whether or not the teacher knew that the recipient of his photos was under the age of 16. In Finland the age of consent is 16. It ruled that the teacher did know and therefore his action was premeditated. He had sent a 15-year-old student photos of his genitals and his anus. The appeal court did not reduce sentencing with regard to the damages the teacher was ordered to pay."
10 7 2018,"Supreme Court upholds fine for ""paedophile hunter"" who outed convicted child sex abuser",https://yle.fi/uutiset/10297842,"Finland’s Supreme Court has upheld a sentence handed down by an appeal court in the case of a self-declared ""paedophile hunter"" who used a Facebook page to out a man convicted of child sexual abuse. The defendant, Mikko Parantainen of Äänekoski in central Finland had previously been convicted by a district court on charges of disseminating information that violated personal privacy and slapped with a 40-day fine. Parantainen had also been ordered to pay costs and damages amounting to 5,500 euros. Parantainen appealed the district court verdict and sentence to the appeal court and later to the Supreme Court, but both appellate courts upheld the previous verdict and sentencing. The charges were originally filed as a result of a Facebook page that Parantainen maintained, ""For paedophile victims"", where he published a photo of a man convicted of aggravated child sex abuse. The man had been sentenced to two years in prison for sexually abusing a 14-year-old girl in Outokumpu, eastern Finland. The image came from the convicted man’s own Facebook profile and Parantainen linked the photo to a news item that revealed his name. The convicted man later lodged a request for a police investigation into Parantainen’s actions. In delivering its ruling, the Supreme Court found that the right to live in peace is a fundamental part of private life and also extends to persons convicted of criminal offences. The Court said that the availability online of information about persons guilty of criminal activity does not mean that such information can be freely published in various contexts.  According to the higher court, the publication of the man’s photograph in particular was a gross violation of the convicted man’s privacy."
2 6 2020,Police refer child sexual abuse case with 30 victims to prosecutors,https://yle.fi/uutiset/11380355,"Police in southwestern Finland have passed a case involving an exceptionally large number of child sexual offenses to prosecutors for consideration.  The suspect, a native Finnish man, has been in custody since early spring after police were alerted to his suspected crimes through both domestic and international tips. He is being held on suspicion of multiple counts of aggravated sexual abuse of a child, aggravated child rape, and the possession and dissemination of indecent images of children. Police believe he used social media networks to facilitate his crimes.  All of the suspected victims uncovered so far were girls between the ages of 8 and 14. Police have identified at least 30 victims from all over Finland, and the identities of more victims may be ascertained as joint investigations continue with both Finland’s National Bureau of Investigation and a number of international agencies.  Of the victims known so far, 13 preliminary investigations have been completed and the files passed on to the prosecutor for consideration.  Three other individuals have also been the subject of a preliminary investigation related to the suspected crimes, which is being conducted by officers at the Turku Central Police Station. In a press release, police reminded parents and guardians of children that feelings of shame often prevent victims from telling other people what has happened to them. Therefore, parents should monitor the safe use of social media by children, and create an atmosphere in the home where even difficult subjects can be discussed."
10 10 2019,"Thursday's papers: Finland suspends arms exports, unhealthy wood smoke, and Catholic church child sex abuse",https://yle.fi/uutiset/11013437,"Most of the newspapers cover Turkey's incursion into Kurdish-held areas of northern Syria, with the main Swedish daily scooping its rivals when Defence Minister Antti Kaikkonen told Hufvudstadsbladet that Finland will suspend arms imports to Turkey. The move follows an attack by Turkish troops on Kurdish militia in northeast Syria on Wednesday. Just three weeks ago, the government granted Tampere-based unmanned aircraft system company Robonic the right to export drones to Turkey. The Peace Union of Finland has deeply criticised Robonic's permit, saying the decision to issue it signalled an ""inconsistent"" foreign policy and ""weak"" human rights approach. That said, Finland’s Foreign Ministry states that “through its own actions, Finland seeks to strengthen the international arms control agreements and arrangements.” In 2018, Finland exported defence materiel worth 128 million euros, a 17 percent increase over the previous year, according to the Defence Ministry. With the weather cooling, hundreds of thousands of residents are burning wood to heat their homes. However Finland pays little attention to the particle pollution the practice generates, writes Helsingin Sanomat. Jarkko Tissari, a researcher specialised in wood burning emissions from the University of Eastern Finland, told the paper that there’s been no driving force or regulation in Finland to limit these types of emissions even though HS estimates they contribute to 200 premature deaths annually. Particle-capturing filters are common in houses in central Europe and the United States, but in Finland only industrial buildings are required to install them. One expert told HS that the cost of fitting homes with filters was likely a deterrent to widespread use. The Swedish-language daily HBL also reports that Finland’s Catholic Church is calling for any possible sex abuse victims to come forward, saying a priest who worked in Finland between 1993 and 2003 has been accused of child sexual abuse in the United States.  The priest was ordained in Norway and worked closely with Finland’s Catholic Vietnamese community, according to the Helsinki diocese."
15 11 2019,Churches cancel concerts over ex-tango star's child sexual abuse charges,https://yle.fi/uutiset/11071191,"Two churches have announced the cancellation of proposed concerts by former tango star Jari Sillanpää over child sexual abuse charges.  On Friday, best-selling Finnish solo artist Sillanpää was charged with child sex abuse and disseminating indecent images of children. The suspected abuse is believed to have taken place in August 2017, while the distribution of the indecent material was alleged to have occurred in September 2017. The offences were alleged to have taken place in Helsinki. On Friday, the Jyväskylä parish of the Lutheran Evangelical Church announced that a concert scheduled for 4 December at the Taulumäki church had been called off.  ""As soon as we received the information we began to think of the next steps. We don't want to assume the role of a judge, but these are very serious charges. After due consideration we decided that we would not have the concert,"" Jyväskylä vicar Arto Viitala said.  He added that other parishes were considering pulling Sillanpää concerts from their Christmas calendars. ""It's not certain but it's in the air,"" Viitala continued. Another event due to take place at the Ristinkirkko church in Lahti was also cancelled. ""You cannot come to sing in a church with these kinds of allegations,"" Keski-Lahti vicar Miika Hämäläinen commented. Yle first reported on the suspicions of child sexual abuse involving the solo artist in August 2018. Prosecutor Nina Keskinen told Yle that the charges filed are related to the previously reported case. However the charge sheet outlines a more serious offence than originally considered. According to previous reports, Sillanpää was suspected of being in possession of indecent images. However current charges involve alleged child sexual abuse as well as disseminating indecent photo material. The case will be heard in the Helsinki district court at the end of February next year. According to the prosecutor, the charges are not related to any other larger cluster of cases. ""It [the case] will likely be heard behind closed doors and the documents will be sealed,"" Keskinen said. In late summer last year, Sillanpää took to Facebook to say that police had questioned him because devices seized at his home suggested that he was in possession of illegal material. At the time, he said that officers had been able to retrieve from his computer images and videos that he denied having ever seen. Sillanpää then added that anyone attending the same parties he had participated in could have used his computer. ""I have not had in my possession any offensive material about children,"" he wrote. The singer’s lawyer Riitta Leppiniemi told news agency STT that her client denied both charges. She added that the child sexual abuse charges relate to suspicions not linked to physical contact. ""The charges do not contend that Sillanpää had physical contact or physical intercourse with a minor. According to the charge, it [the alleged offence] was about something besides physical contact,"" Leppiniemi told the agency. ""I can say that Sillanpää denies the charges. Whether or not the act that the prosecutor is alleging meets the criteria for abuse, will be determined in court,"" she continued. Child sexual abuse may also be suspected in cases that do not involve touching or sexual contact. For example, sexual messages with someone who is 16 or younger can meet the criterion. Prosecutor Nina Keskinen told STT that Sillanpää’s charges relate to one victim. ""I can also confirm that the charge has to do with something other than physical contact,"" she commented. The charges have cast a shadow over the fate of other concerts the entertainer has planned this autumn. His calendar includes church concerts in locations such as Fuengirola in Spain as well as Vihti and Helsinki in Finland.  Sillanpää’s concert producer told daily Helsingin Sanomat that a concert scheduled for Saturday in Joensuu as well as the autumn tour will take place as scheduled.  In August last year the Helsinki district court convicted Sillanpää on two narcotics charges and sentenced him to a 10-month suspended prison sentence. The court ruled that the singer had acquired 108 grams of amphetamine and that he had brought another half-gram of methamphetamine to Finland from Thailand. Sillanpää admitted to using drugs himself and to giving them to his friends for free."
19 11 2019,12-year jail sentence for man convicted of child sex abuse,https://yle.fi/uutiset/11076123,"The Southwest Finland District Court has sentenced a 50-year-old man to 12 years in prison for aggravated child sex abuse offences that targeted several victims. On Monday the court handed down five different verdicts following a closed-door trial. According to a report released by the court, the man was found guilty of aggravated child sexual abuse and aggravated rape committed in Turku and other parts of Finland between 2014 and 2019 and aggravated rape of a child between May and June of this year. In the most egregious case, the man was found to have had sexual intercourse with a child on at least 100 occasions and over a period of several years. The sex acts were photographed and recorded on video and the victim was someone close to the defendant. The court ruled that the offence was aggravated because it caused harm to the victim because of the child’s age and level of development. The court also found that the child was in a dependent position in relation to the defendant and was also helpless, a factor that met the criteria for the definition of rape. In another ruling, the same defendant was found guilty of aggravated child sex abuse committed abroad in 2008 and for coercing a victim into sexual activity in 2011, an offence that was also committed abroad. In another verdict, the man was found guilty of disseminating indecent images in 2015. The court ordered that the identities of the victims and their guardians as well as court documents be kept secret for 60 years. The court judgments and legal provisions were not sealed. The defendant was sentenced to pay damages to the victims and to serve 12 years in prison. "
25 6 2018,Suspected paedophile uses volunteer programme as cover for child sex abuse,https://yle.fi/uutiset/10272910,"Anja* and her son are awaiting a court verdict in the case of a man who sexually abused the youngster under the guise of working as a volunteer “support figure” provided for an NGO. In summer 2016, the family was introduced to the man via an organisation whose head described him in glowing terms as ""a real gem."" The man came into the lives of Anja and her son at a time when the single mother was burnt out. He helped ease her burdens by taking the youngster to ice skate and introducing him to new hobbies. He even allowed him to spend nights at his place. “In the beginning I remember thinking that this is too good to be true. But then I thought that since the guy was often late, he certainly wasn’t some kind of narcissist,” Anja explained. But Anja’s initial instinct was right – it was too good to be true. The man turned out to be a paedophile. One Sunday, Anja noticed a strange inflexion in her son's tone when she asked about the night he’d spent at the volunteer's flat. But he soon returned to normal and the child went on to spend a full year in the man’s company. All of that changed in autumn 2017, when the man was caught. The mother of another victim filed a criminal report when her son told her parents about sexual abuse. The man came to know the second child through a hobby where the man had a supervisory role in the club. Anja said that the world stopped spinning when she received a text message from the police inviting her son in to be interviewed. It was only months later that her son revealed some of the more disturbing details of his encounters with his helper. He spoke of a hot flat where he had to take off all his clothes. Being taken to the cellar and forced into the shower. Sleeping naked next to the man and waking when the man pressed his private parts against him from behind. Parents often warn their children against being lured into a vehicle by a man offering treats, but in the majority of reported cases of sexual abuse, perpetrators and their victims know each other. According to police, nowadays, most paedophiles find their victims online, but they also often establish links with children face to face. Occasionally, police also encounter instances where offenders find their victims through various NGOs, for example in hobbyist or sports clubs. There is no research material in Finland establishing the role of volunteer organisations in helping sexual predators gain access to children. Experts interviewed by Yle said that every year officials uncover cases of child sexual abuse linked to volunteer programmes. Experts say that some people who are sexually attracted to minors deliberately seek out situations that bring them into contact with children, while others avoid them as far as possible. On the other hand, sexual attraction toward minors does not necessarily lead directly to abuse, however feelings toward a specific child are surprisingly common, experts said, adding that data show that the vast majority of child sexual abusers are men. In research conducted in Finland one year ago, 3.3 percent of male respondents said that they were sexually drawn to under 16 year-olds, while 0.2 percent said they were attracted to children under the age of 12. In a population the size of Finland’s, that represents roughly 90,000 and 5,500 men respectively. Research has shown that sexual attraction to children is partly inherited and may be related to sexual abuse that perpetrators have suffered in their own childhood. In the case of Anja’s son, the man responsible for the abuse went on trial for charges including child sexual abuse and aggravated rape. The defendant had photographed most of his acts. The victims were all pre-puberty and numbered around 10. The worst offences against Anja’s son were committed while the child was asleep. The accused requested a psychiatric assessment to reveal whether or not he was criminally responsible for his actions. The evaluation will be available in autumn, after which the court will deliver a verdict. Until then, Anja and her son are calmly awaiting the outcome. They said they believe that the man will be convicted – he had confessed to nearly all of the charges against him. Tellingly, Anja said that her son wanted a new support person – but the family would not be turning to the same organisation for assistance. The boy’s mother said that she is still awaiting an apology from the NGO.  She said she wants to hear the group take responsibility for what happened. To say how sorry they are and to admit that there were shortcomings in their operations. And most importantly, to promise to make changes. “I don’t want to hear that they are shocked – they probably all are. But they were shockingly gullible in terms of [dealing with] paedophiles. We have paid the price for that. And it’s wrong.” * Name of the mother changed and names of the young victim and NGO withheld to protect the privacy of the individuals involved."
23 4 2019,Oulu sex abuse trial begins,https://yle.fi/uutiset/10751427,"A 21-year-old Afghan is on trial in Oulu accused of aggravated sexual abuse and aggravated rape of a girl under the age of 15. The case, which started on Tuesday, involves eight men of foreign background are accused of abusing a girl aged under 15 over a period of five months in 2018. The eight defendants are to stand trial separately, and proceedings will not be held in public because of their sensitive nature. Pre-trial investigations are complete in three of the remaining seven suspects, with trials set to start over the spring and summer. The case came to the attention of police in late summer 2018, with eight men suspected of abusing the girl and five of them suspected aggravated rape. Three are suspected of physical assault and four of buying sexual services from a minor. In addition, one is suspected of keeping an indecent picture of a child. Police say the case is exceptional because the large number of abusers all knew each other. Child abuse itself is not rare: police investigated some 1,000 cases nationwide last year. Last month a 22-year-old man was convicted of raping a 14-year-old girl he met on Snapchat, in a case that was part of a spate of sex abuse cases in Oulu involving men of an immigrant background. Police have faced criticism for quickly publicising the case and other similar ones in Oulu. Their response is that grooming on social media seemed to be a phenomenon at the time, and it was necessary to inform and warn the public. Authorities stress that online grooming cases have included both Finnish and foreign suspects."
9.4.2015,"""Paedophile hunter"" slapped with fine and damages bill",https://yle.fi/uutiset/7918776,"The defendant Mikko Parantainen was found guilty of spreading defamatory information for publishing the name and photo of a convicted paedophile in the social networking site Facebook. The north Karelian district court found Parantainen guilty of the charges brought against him and sentenced him to pay a fine of 1,880 euros. He was also ordered to pay damages to the tune of 1,000 euros for the suffering his actions caused, and to pay legal expenses amounting to 2,500 euros. Parantainen was the administrator of a site defending paedophile victims, which was shut down last year. The plaintiff in the case received an eight-year prison sentence from the northern Karelian district court for aggravated child sexual abuse of a 14-year old girl. The incident occurred in Outokumpu three years ago. Parantainen published a photo of the man and linked it to a news item about the case by the commercial broadcaster MTV; the news report also named the defendant. The self-appointed paedophile tracker said he did not infringe on anyone's privacy by circulating information about the trial, rather he only linked a public photograph to information that was already in the public domain. He argued that his actions were not illegal, and not punishable according to the criminal code. However the district court disagreed with Parantainen’s interpretation and sentenced him to pay a fine, legal costs and damages amounting to 5,500 euros. The sentence was not legally binding."
16.1.2019,"Sex crime probes advance in Helsinki, Oulu",https://yle.fi/uutiset/10599388,"A man who police suspect carried out a number of aggravated rape and aggravated child abuse crimes was ordered to be held in remand custody by Helsinki District Court on Wednesday. Police in eastern Helsinki said they are continuing their preliminary investigation of the case, describing the male suspect as a foreign national born in 1991. Police said they suspect the man carried out a series of sexual abuse crimes against a single victim from October through 9 January 2019. Two other men detained last weekend have since been released. ""Police continue to investigate the case. There is nothing else to say at this stage of the preliminary investigation,"" Helsinki police detective Saara Asmundela said. Meanwhile Oulu police have confirmed that at least one underage victim in the west coast city was drugged before being raped. Oulu police detective Markus Kiiskinen confirmed on Wednesday that they suspect an underage female victim was drugged but that the other suspected cases of sexual abuse being investigated do not appear to have involved the use of drugs. The case is one of a number of suspected sexual assault and abuse cases that police claim took place in the Oulu region last summer and autumn. The first suspected sex abuse cases came to light in early December. Last week police announced new suspected cases there. Police said they are investigating a number of underage or child sexual abuse cases involving 16 suspects, all of whom have foreign backgrounds. Most of the suspects are aged 20-30, while two are under 18. Police say some of the suspects have been granted Finnish citizenship."
8.2.2020,Social media giants tip Finnish police off on thousands of suspicious images,https://yle.fi/uutiset/11199652,"Last year social media networks sent Finland’s National Bureau of Investigation (NBI) some 5,000 tip-offs regarding potential child sex abuse material. Sari Sarani, a cyber crime specialist with the NBI, said incoming alerts multiplied as social media networks started to more closely monitor and report illicit material. Most tip-offs to the NBI pertain to child sex abuse images and attempts by users to groom children for sexual acts.  Sometimes the tips run into a dead end if Finnish police are unable to track down locations or potential victims and perpetrators. In some cases, material flagged by social media companies doesn't raise concern in Finland, particularly in regard to sauna photos. ""In the United States, sharing a Finnish-style sauna photo would most often be considered illicit. In Finland it isn’t unless there’s something sexual about the picture,"" Sarani explained. Cases of children sharing their own naked photos on social media have also landed at the NBI. The bureau may forward these types of cases to child welfare authorities even if there is no evidence of criminal wrongdoing. Police said it’s unclear whether the surge in tip-offs is due to better filters or if online sex crime is becoming more rampant. About five child sex abuse reports were lodged in Finland for every day of 2019, totalling 1,837 counts. Child sex abuse reports in Finland grew by 56 percent over the past two years, according to figures published by the National Police Board on Friday."
7.12.2018,Police probe possible links to child porn in Oulu sex abuse cases,https://yle.fi/uutiset/10544300,"Oulu police said on Friday that they had issued a warrant for one person suspected of sex crimes in the area. According to reports in the Oulu-based paper Kaleva, Detective Chief Inspector Markus Kiiskinen said that officials will move to reveal the suspect’s distinguishing marks if they see fit to do so. Local police are investigating three cases of sexual offences in which all of the suspected victims were girls under the age of 15. The suspects in all three cases came to Finland as quota refugees or asylum seekers. Police said that there are no indications that there are any direct links among the three cases and have said that fresh cases may still come to light. ""We’ll first see if the investigation progresses without revealing [the suspect's] distinguishing marks. Hopefully we won’t have to go there,"" Kiiskinen remarked. ""The most important thing now is to find this person,"" he added. Kiiskinen said that he could not divulge the charge being considered at this stage, but noted that police are not looking at any further suspects. Oulu law enforcement officials are also investigating whether or not several individuals suspected of committing sex crimes involving minors also engaged in disseminating child pornography as part of the preliminary investigation, Kiiskinen revealed. ""We are getting to the bottom of whether or not other criminal offences were committed,"" the chief inspector commented. Police learned of the suspected offences while responding to routine calls, while one tip came via an official source. The investigation includes one case in which a total of seven individuals have been taken into custody. The web of offences emerged at the end of last summer and police say they believe there may be more suspects involved. On Wednesday police hinted that new arrests in the cases were imminent. That case is being investigated as assault, aggravated child sex abuse and aggravated rape and the offences are believed to have taken place at a private residence over a period of several months. Two other suspected offences reportedly occurred outdoors on the same day in Oulu’s Tuira district in mid-November.  One of these incidents is being investigated as child sex abuse while the other may be classified as aggravated rape and aggravated sexual abuse. The suspects hail from four different countries and are between 20 and 30 years of age, with the exception of one who is over 30."
13.3.2018,Justice Minister to push for tougher punishments for child sex crimes,https://yle.fi/uutiset/10114957,"Justice Minister Antti Häkkänen has called for an overhaul of laws around sexual offences committed against children, with tougher punishments and new offences to be considered. Last autumn, a few months after taking office, Häkkänen asked civil servants to come up with proposals on stricter punishments for child sex crimes. Experts have now presented their recommendations for new offences covering the most serious cases. If a case involves both rape and child sexual abuse, there could be a new offence of aggravated rape of a child, carrying a sentence of between four and 12 years. The proposal also looks at raising the maximum sentence for child sex abuse from four to six years. ""Children should be protected from violence and sexual assault by all available means,"" said Häkkänen in a statement. ""I asked officials for proposals on toughening the law on sex crimes. I regard these proposals as viable and I intend to advance them."" Häkkänen's original call for tougher sentencing came in the midst of a public outcry over the case of a man convicted of abusing a ten-year-old girl. He was not convicted of rape, but rather aggravated sexual abuse of a child. An aggravated rape charge was dismissed by the court because of a lack of evidence that the girl did not consent. The prosecutor had sought an aggravated rape conviction on the grounds that the man had used force in the attack, and that the victim was too young to properly defend herself and resist her attacker. The appeals court ruled that youth was not sufficient grounds to rule she was helpless, and that there was insufficient evidence of force being used. "
11.4.2019,Tougher punishments for sexual abuse to take effect next week,https://yle.fi/uutiset/10735063,"Revised legislation on sex crimes against minors takes effect on 15 April in Finland. A new criminal offence of aggravated rape of a child will go on the books, and the upper sentencing limit for sex abuse of a child will be raised. President Sauli Niinistö is expected to sign the bill into law on Friday. A perpetrator found guilty of both aggravated rape and the aggravated sexual abuse of a child in the same act may be punished for aggravated rape of child. What are now considered two separate crimes will be combined into one. The legislation is based on the premise that a child can never provide valid consent to sexual intercourse with an adult. The charge of aggravated rape of a child may be applied in case of violent rape as well as to cases where an underage victim is incapable of defending him or herself or expressing his or her will. The punishment for aggravated rape of a child will be 4-12 years in prison, which extends the maximum prison term by two years from the current situation where the two offences are considered separately. Meanwhile the maximum punishment for sexual abuse of a child will rise from the current four to six years imprisonment. In ratifying the bill, the outgoing Parliament stipulated that the next government must further toughen punishments for sexual offences against minors, particularly the minimum sentences, and that it should launch a comprehensive reform of sex-crime legislation. This follows public outcry over a series of sentences for such crimes that were widely considered to be overly lenient. The past Parliament's four-year term formally ended on Wednesday ahead of Sunday's election. Members of the new legislature are to present their credentials on 23 April."
27.3.2019,Police suspect Finns of role in violent international child porn ring,https://yle.fi/uutiset/10710075,"The National Bureau of Investigation suspects five Finnish citizens of involvement in an extensive child sexual abuse network. Police believe that the suspects engaged in producing material depicting violent child sexual abuse in Finland that was shared live online to other members of the network abroad. ""A special feature [of the case] has been violence and child harm, which has played a central role [in the material]. Although we are investigating sexual offences, this is a case of violence, its glorification and receiving sexual gratification from it,"" said lead investigator Sanna Springare. Springare described the ringleader of the group as a man who had held a prominent position in society. All five suspects are men. Police suspect that the case involves six victims who were all boys ranging in age from six to 15 years old at the time the suspected offences occurred. The suspected crimes were believed to have been committed between 2004 and 2018 and police believe that some of the victims knew each other. Four of the Finnish suspects had been in police custody at some point, but that is no longer the case. According to the NBI, the men were released due to reasons having to do with the investigation as well as the length of the probe. In the case of the ringleader, his detention had lasted around 12 months. Police pointed to an exceptional amount of evidence seized in connection with the case. They now have in their possession 138 electronic devices and the ringleader alone had been holding more than 400 hours of illegal video material. Altogether law enforcement officials had seized 96 terabytes of material. NBI investigators speculated that scope of the material confiscated was equivalent to more than 30 million photos, assuming that the size of an average photo is around three megabytes. However most of the material seized was in video, with images of the Finnish victims among the files. Police are investigating the cases as aggravated child sexual abuse, aggravated rape, aggravated dissemination of indecent images of children, illegal possession of many such images, drug offences and viewing content featuring indecent images of children. The total number of charges under consideration is 22, but they involve 70 offences altogether. Investigators noted however that the statute of limitations on some of the offences has expired. ""In its mildest form, the abuse in Finland occurred as showing adult pornography to children. In the worst cases it involved the rape of children for 10 hours while they were drugged with narcotics,"" Springare explained. Investigators said that in some cases the young victims had been drugged with amphetamines. ""They [the victims] were found through their [the suspects'] ties to various acquaintances,"" Springare explained. ""The suspects were considered to be very reliable. In this way, parents for example ventured to leave their children in the hands of these people who were later revealed to be criminal suspects,"" she added. The precise nature of the offences has to some extent been sealed. According to the NBI some of the suspected crimes took place in a very small municipality so the location of the place has also been kept under wraps to protect the identity of the victims. Police have so far completed their investigation and referred the cases for consideration of charges. The investigations probed an extensive child pornography ring that involved the production of live streamed content in Finland that was then followed in 17 countries. According to the NBI the countries involved were European and included other western states. Springare said that members of the network have received video content and also produced material for the group. Some of the material streamed to Finland was extremely violent in nature and involved so-called snuff films, in which the victims were killed. Some of the photo and video material contained features of devil worship, Nazism and various fetishes, investigators added. The lead investigator said that police have not sought the extradition of suspects from other countries to Finland. ""Sentencing in many other countries is tougher than in Finland, so we hope that the target countries will do their part,"" Springare noted.  None of the victims had alerted the authorities about the abuse they suffered. Police tracked down the victims and suspects on the basis of the material that came their way. Finnish authorities launched an investigation into the suspected offences in 2017 after receiving a tip-off from foreign officials. The NBI alone had assigned seven investigators to work on the case almost full-time."
4.4.2019,Yle talk show on Michael Jackson paedophilia doc sparks hotline calls in Finland,https://yle.fi/uutiset/10723435,"Sexual health and youth support organisations in Finland said they registered a spike in calls from concerned members of the public following the screening of the controversial documentary Leaving Neverland, which claims the late ""king of pop"" Michael Jackson abused young boys. Many of those who called support hotlines who said they'd been victims of sexual abuse as kids also said they were talking about it for the first time. Sex therapist Roni Grinberg works at the Sexpo Foundation, which educates and assists people with questions about sexuality. He said that the organisation's telephone hotline was quite busy after an Yle talk show about the difficult subject of child sex abuse was released online on Tuesday. The Docventures programme was a special edition of the show released as a companion piece to the documentary Leaving Neverland, which is also being streamed on Yle Areena. The film chronicles Jackson's alleged long-time relationship with two boys and their families as well as the now-adult men's claims that he sexually abused them when they were children. Grinberg, who was answering calls to the hotline on Tuesday, said it was a very interesting night, adding that some of the calls came from people worried about their own sexual histories and proclivities. Grinberg noted that it was good that callers reached out for help, and that the talk show's move to address such a difficult matter may have prompted them to reach out. Some individuals who called Sexpo's help line said it was the first time they'd ever spoken out loud about having been sexually exploited during their childhoods. Grinberg noted that talking about the subject raises strong emotions, but the ability to talk about them in a safe setting can also offer relief. Other support organisations reported that the Docventures special prompted calls to them, as well. These included Suomen Delfins, a group that supports people who were victims of sexual abuse or exploitation as children, as well as their relatives. The organisation's manager, Liisa Kaukio-Rasilainen, said dozens of people reached out for assistance on their online chat. ""About half of those who contacted us said they were talking about the matter for the first time. We also expect more people to contact us in the future as people gain more courage,"" Kaukio-Rasilainen said. NGO Mannerheim League for Child Welfare hosted an online chat and hotline service, as well. Tatjana Palomäki, head of the organisation's hotline, said she was glad that the topic of child sex abuse had been brought into the national conversation. ""Children and young people have been talking about [the effects of paedophilia] for at least a decade now. Talking openly about it helps to lower the threshold for people to seek help and improves parents' ability to identify changes in their children's well-being,"" Palomäki said. It was mostly fathers who called Sexpo on Tuesday, with many saying they had been victims of sexual violence themselves and were concerned about the possibility that they could also become paedophiles, according to Grinberg. ""This type of worry is usually unwarranted, but it would be a good idea for people who have these kinds of questions to talk to a professional. Personal histories that go unaddressed can create unnecessary stress and ill feelings. They are easily reflected in daily family lives and family relations,"" Grinberg said. Admitting to having sexual thoughts about underage children is not illegal in Finland, but acting on such desires in the real world is. Despite this, people are usually still reluctant to talk about these kinds of thoughts because the issue carries deep moral ramifications and emotions. The Sexpo Foundation and the NGO Foundation for Supporting Ex-offenders have launched a campaign which aims to prevent the sexual abuse of children. Sexual attraction to children is something that those affected usually notice early on in life, according to Grinberg. He said it is particularly important for young people to talk about these kinds of feelings and to seek help - not only for their own sakes, but also as a way to prevent potential future offences.  ""The young people who called were worried that they could become paedophiles because they had been victims themselves. Many of them said they felt shame and guilt about what happened to them. The human mind often causes victims to start blaming themselves,"" Grinberg said. The therapist said that many women also called in to express concerns about being at risk of being or becoming paedophiles. ""In these types of matters women may be even more stigmatised than men,"" Grinberg said, noting that he was impressed by how honest and open callers were about their feelings. He said everyone needs to be listened to without prejudice, given that they aren't admitting to having done something illegal."
