;Tag_Diana;title;news_platform;author;pubdate;news_type;article_text;news_category;tags;url;search_result_page
235;OVAC;Are there enough laws to curb child pornography in PH?;INQUIRER.net;Maila Ager;Tue, 22 Nov 2016 13:07:03 PST;article;Sen. Grace Poe. INQUIRER FILE PHOTO / GRIG C. MONTEGRANDE The reported continued proliferation of child pornography despite the existence of various laws penalizing it has prompted Senator Grace Poe to file a resolution urging the Senate to look into it. Poe, in filing Senate Resolution No. 237, noted that child pornography and prostitution still persist despite the enactment of various laws that carry penalties against unlawful acts such as Republic Act (RA) No. 7610 or the Special Protection of Children Against Abuse, Exploitation and Discrimination Act of 1992, RA No. 9775 or the Anti-Child Pornography Act of 2009, and RA No. 10175 or the Cybercrime Prevention Act of 2012.  The senator said she was alarmed that the Philippines has been tagged by the United Nations Children’s Fund (Unicef) as the number one global source of child pornography and the “epicenter of the livestream sexual abuse trade,” with mostly poor families forcing their children to perform live sex online for pedophiles around the world in exchange for huge amounts of money. “Ang ulat na nangunguna ang Pilipinas sa child pornography ay talagang nakakabahala. Higit dapat bigyan ng proteksyon ng pamahalaan ang mga batang napupuwersang magtrabaho sa ganitong kalakaran,” Poe said in a statement on Tuesday.  (The report that Philippines tops child pornography cases is alarming. There is greater need for the government to protect children from engaging in this industry.) READ: NBI exec disputes Unicef data on PH child porn  She also cited reports that child pornography in the country is now considered a “billion-dollar business” as half of the 7,000 cybercrime-related incidents reported in the Philippines were allegedly related to child sex abuse. The average number of child porn cases in the country reportedly increased to 100 cases from January to February alone this year, from the average 50 cases from 2010 to 2014. Poe then urged the appropriate committee in the Senate to conduct an investigation “toward crafting remedial measures, amending existing laws and capacitating implementing agencies to make them more responsive in deterring and penalizing child pornography and prostitution.” “Kailangang magkaroon ng komprehensibong programa upang matigil na itong ganitong klaseng gawain (There must be a comprehensive program to make sure that this is stopped),” said the senator, who is also a child welfare advocate. Poe has filed Senate Bill No. 160 or the Libreng Pananghalian sa Pampublikong Paaralan that aims to provide free school feeding program for all public schools and SB No. 161 or the First 1,000 Days Act seeking to establish a natal care program for expectant mothers and health care and feeding program for toddlers. IDL/rga ;Nation;['child abuse', 'child pornography', 'child protection', 'Grace Poe', 'Legislation', 'porn', 'Senate', 'Sex abuse'];https://newsinfo.inquirer.net/846679/are-there-enough-laws-to-curb-child-pornography-in-ph;13
236;OVAC;Three-year-old boy rescued from sexually abusive mom;No news platform;No Author;Mon, 26 Feb 2018 22:35:25 PST;No news type;"A three-year-old boy, who was sexually abused in exchange for money, was rescued from his mother yesterday at 2 p.m. in their home in Sitio Kalachuchi, Barangay Looc, Lapu-Lapu City.PHOTO BY IJM CEBU He was supposed to be safe under the care of his mother. Instead, a three-year-old boy was rescued by police from his mother Maria (not her real name), who was caught in the act of offering to sexually abuse her son and livestream the acts from her home in Sitio Kalachuchi, Barangay Looc in Lapu-Lapu City. The entrapment operation happened yesterday (February 26) a few minutes past 2 p.m. when most people were taking their afternoon rest. Niño (not his real name) is now under the protective custody of the Department of Social Welfare and Development Central Visayas (DSWD-7).  Senior Supt. Romeo Perigo, chief of the Women and Children’s Protection Center in Central Visayas (WCPC-7), said someone reported to them that Maria, 24, was involved in the Online Sexual Exploitation of Children (OSEC). Perigo said they started surveillance work last January 24 which led to the woman’s arrest yesterday. Other victims Aside from Niño, Perigo said it is also believed that the suspect has other victims, including a five-year-old girl, who was pictured in one of the explicit photographs. “We are doing our best to locate the others so we can rescue them. But we already checked the neighborhood but the people said they do not know the child in the pictures,” Perigo told Cebu Daily News. Perigo of WCPC-7 said this is the first entrapment operation that their office conducted in 2018. “These cases can happen anywhere as long as there is internet connection. Today, we are able to catch the suspect. She did not deny committing the acts,” said Perigo. Smart phones and money transfer receipts were found in the possession of the boy’s mother. This was pursuant to the implementation of a search warrant issued by Judge Ramon Daomilas Jr. of Regional Trial Court Branch 10 which was designated as a Cybercrime court. Lawyer John Tanagho, International Justice Mission (IJM) Cebu field office director, said the operation came two days after two operations in Biliran and Tacloban rescued 13 victims and arrested three suspects. “This is a reminder that there is much progress in the fight against OSEC and effective law enforcement can rescue and protect traumatized Filipino children across the country,” Tanagho said. Collaborative effort The entrapment operation was a collaborative effort of the Philippine National Police WCPC Visayas Field Unit, Lapu-Lapu City WCPC and Special Weapons and Tactics (SWAT), Regional Anti-Cybercrime Group, DSWD-7 and IJM. IJM, in an official statement, said the suspect graphically described how she would sexually abuse her three-year-old son in exchange for money.
“Before the entrapment, the suspect even sent sexually explicit videos of very young children forced to perform sex acts on the suspect,” said IJM in an official statement. Police will file against the suspect criminal violations under RA 9208 or the Anti-Trafficking in Persons Act, RA 9775 or the Anti-Child Pornography Act in relation to RA 10175 or the Cybercrime Prevention Act. IJM Philippines uncovered an increasing number of cases involving the online sexual exploitation of children (OSEC). Children as young as three months old are being exploited to produce illicit photographs, pornographic videos and customer-directed live sex shows for those residing overseas. Eighty-seven percent of the victims are minors. Of this percentage, 55% are 12 years old or younger. As of January 2018, IJM supported 76 rescue operations, rescued 268 victims, arrested 121 suspects and facilitated 20 convictions. These operations were conducted in Cebu, Manila, Leyte, Bacolod, Bohol and Iligan.";No news category;No Tags;https://cebudailynews.inquirer.net/165233/three-year-old-boy-rescued-sexually-abusive-mom;13
237;OVAC;101 suspects nabbed on charges of illegal pornography in Korea;The Korea Herald/Asia News Network;The Korea Herald/Asia News Network;Wed, 05 Dec 2018 15:30:33 PST;article;SEOUL — Over a hundred suspects have been arrested in Korea for making and distributing illegal film and child pornography, using overseas-based social media channels such as Tumblr and Twitter. Over a hundred suspects have been arrested for making and distributing illegal film and child pornography, using overseas-based social media channels such as Tumblr and Twitter, police said Tuesday.  According to the Cyber Security Team of Northern Gyeonggi Provincial Police Agency, 101 people were arrested on charges of violating the Act on the Protection of Children and Juveniles From Sexual Abuse. Of those, nine suspects were indicted via a special crackdown on cyber sexual assault that began in August. The illegal page owners operated by frequently switching between accounts as they were blocked by the social media companies.  The police crackdown on the distribution of pornographic materials on social media was prompted by concerns over the possible migration of such operations to overseas-based social media platforms following the enforcement of stricter regulations on online storage services here. “We will notify the National Tax Service to impose additional taxes on profits earned from illegal films and have the victims receive help from public services or counselling agencies,” a police official said. ;World;['Asia', 'Cybercrime', 'Pornography', 'Social Media', 'South korea'];https://newsinfo.inquirer.net/1060243/101-suspects-nabbed-on-charges-of-illegal-pornography-in-korea;14
238;OVAC;"Mom pleads guilty to exposing her children, 4 others to cyberporn; gets 20 years";No news platform;No Author;Wed, 06 Jun 2018 22:33:38 PST;No news type;A 38-year-old mother will be spending the next 20 years in jail for selling her four children and four other minors to online pornography inside her home in Cordova town, Cebu, in 2016. Vilma (not her real name) was convicted of simple trafficking in persons after she pleaded guilty before Judge Mory Nueva of the Regional Trial Court Branch 13 on Wednesday. She was also ordered to pay a fine of P1 million, P100,000 in moral damages and P100,000 in exemplary damages. Vilma is the 14th person to be convicted for online sexual exploitation of children in the Philippines since January 2018, based on the records of the International Justice Mission (IJM), a non-governmental organization that has been actively fighting all forms of human trafficking and child exploitation.  While the law against human trafficking allows the media to identify the accused, Cebu Daily News has withheld her name to protect her children who were among the victims. Lawyer John Tanagho, field office director of the IJM-Cebu, was happy with the outcome of the case. “The lives of Filipino children are too precious to allow brutal sexual abuse and exploitation online to continue without accountability,” he said in a press statement. “A long prison sentence awaits people caught engaging in OSEC (online sexual exploitation of children),” he said. Tanagho said Vilma made a wise choice to plead guilty since she was able to reduce her sentence from a life imprisonment to 20 years in jail. A shorter sentence, he added, gave Vilma a chance to rehabilitate herself while at the same time, provide justice to the victims without having them to undergo a potentially re-traumatizing testimony. In a sworn affidavit, one of the victims described how Vilma forced her and the other children to perform sexual acts through live-streamed video in an abandoned store owned by the accused’s partner in Barangay Ibabao, Cordova town, in 2016. Based on the investigation, Vilma had abused the minors for several years for the pleasure of online pedophiles in Australia, the United States and Germany. The local police hatched an operation against the accused on Sept. 8, 2016 after receiving a tip from the Australian Federal Police. Senior Supt. Romeo Perigo, chief of the Women and Children’s Protection Center (WCPC)-Visayas Field Unit, said they were happy that justice was served for children abused by Vilma. “Today’s conviction brings closure to one of the cases on Trafficking in Persons that WCPC Visayas Field Office handled. It is a victory for the prosecution, arresting officers, IJM assisting lawyers, the four minor victims, the Department of Justice, the police, International Justice Mission and the Inter Agency Council Against Trafficking -Region 7. We are elated with pride and satisfaction,” he said. The victims remain under the custody of the Department of Social Welfare and Development where they are receiving psycho-social and rehabilitation services to overcome the years of abuse and trauma. Cordova Mayor Therese Sitoy-Cho also hailed the court’s ruling, saying it served as a lesson for others who were still engaged in the cyberpornography business. “It is frustrating to know that online sexual exploitation of children happens in our municipality, despite our vigilance. Thus, we are always grateful when these illegal activities get exposed and the people behind are caught and punished by the law,” she said. Cordova town on Mactan Island has been identified by law enforcers as a “hotspot” for home-based cyberporn. “And even if they are from Cordova, we will not condone their wrongdoing. We let the law deal with them. Let justice take its course,” Cho added.;No news category;No Tags;https://cebudailynews.inquirer.net/178598/mom-pleads-guilty-exposing-children-4-others-cyberporn-gets-20-years;14
239;OVAC;Mother arrested for exposing daughter, other teenage girls to cyberpornography;Inquirer Visayas;Ador Mayol;Wed, 16 May 2018 20:41:37 PST;article;Police arrested a mother on Wednesday for allegedly exposing her daughter and other teenage girls to cyberpornography in Barangay Sangat, San Fernando town, 41 kilometers south of Cebu City. Her 15-year-old daughter and two other girls were rescued past 4 p.m.  Although the law against human-trafficking allows the media to identify the perpetrators, Cebu Daily News has withheld the name of the suspect in this case to protect her daughter. Lawyer John Tanagho, director of the International Justice Mission Cebu Field Office, said the recent operation was the sixth against those allegedly involved in an online sexual operation in Cebu since January 2018.  “This operation shows that Philippine law enforcement is able to track down and arrest individuals who sexually abuse children and sell ‘live-streams’ of that abuse to pedophiles around the world in exchange for money,” said Tanagho in a press statement. “If the community — whether teachers, neighbors, NGO workers, anyone — would provide tips or referrals to the police of so-called cyberpornography in their community, then more victimized and traumatized children could be rescued sooner before enduring years of abuse,” he added.  Charges for violating Republic Act RA 9208 or the Anti-Trafficking in Persons Act and Republic Act 9775 or the Anti-Child Pornography Act in relation to the Cybercrime Prevention Act are being readied against the mother, which authorities estimate to be in her late 30s. Since the victims are minors, the case falls under qualified trafficking, a non-bailable offense. The Philippine National Police Women and Children Protection Center – Visayas Field Unit (WCPC-VFU) conducted surveillance operations against the suspect for about a month after they received reports that she was involved in cybersex operations. The suspect reportedly sends sexually explicit photos of minors, and later offers to sexually abuse the girls and live-stream it for men to watch online, according to the police. Authorities hatched an operation to arrest the mother.  Wednesday’s operation was done in coordination with the Cebu Provincial Women and Children’s Protection Desk (WCPD), Cebu Provincial Police Office’s Special Weapons and Tactics (SWAT) unit, Department of Social Welfare and Development Region (DSWD) and IJM, a global organization that fights human trafficking. The rescued victims were turned over to the DSWD for psychosocial interventions, including therapy and rehabilitation. As of April 2017, IJM has supported Philippine law enforcement agencies in operations against anti-online sexual exploitation of children, which has led to the arrest of 133 perpetrators and the rescue of 302 victims around the country since 2011.  Over 27 have been convicted. /ee;Regions;['Cebu', 'Crime', 'Cybercrime', 'cyberpornography', 'Human trafficking', 'Sexual abuse'];https://newsinfo.inquirer.net/991512/mother-arrested-for-exposing-daughter-other-teenage-girls-to-cyberpornography;14
241;OVAC;Man who traveled to PH for sex with minors sentenced;INQUIRER.NET U.S. Bureau;INQUIRER.NET U.S. Bureau;2020-03-02T16:00:42+00:00;article; SAN DIEGO– A San Diego man who regularly traveled to the Philippines to sexually abuse underage girls and created videos of his acts was sentenced Thursday to 25 years in federal prison.  Carsten Igor Rosenow, 55, went overseas on several occasions for sex with minors, some of whom claimed to be as young as 10, and filmed some of the sex acts, according to court documents, reports City News Service. Rosenow, who was convicted by a federal jury last summer of attempted sexual exploitation of a child and possession of child pornography, was also ordered to lifetime supervised release after his sentence is completed, and must pay a $100,000 fine and restitution to three victims.  The investigation into Rosenow’s activities began when the FBI was tipped off that he was communicating with underage girls over Facebook under the name “Carlos Senta,” according to the U.S. Attorney’s Office. He was arrested by federal agents at San Diego International Airport on June 21, 2017.  Investigators discovered videos of Rosenow having sex with minors on devices seized from his luggage. More videos were found following a search of his home, according to prosecutors. Rosenow, a former Chief Marketing Officer for tech company Illumina, Inc., testified that he was abroad in the Philippines for work and admitted having sex with girls he knew were underage. Prosecutors say he exchanged money, cell phones and chocolates with the girls for sex. “Sexual crimes against children are heinous and tragic wherever they occur, and we will not let borders keep us from protecting these vulnerable victims whenever possible,” U.S. Attorney Robert Brewer said. “The law allows us to pursue cases against U.S. citizens who victimize children around the world, and that’s what we’ve done here. This defendant is off the streets for 25 years, and that makes this a very good outcome;No news category;['Carsten Igor Rosenow', 'pederasty', 'pedophilia', 'sentencing', 'sex with children', 'sex with minores'];https://usa.inquirer.net/52124/man-who-traveled-to-ph-for-sex-with-minors-sentenced;14
242;OVAC;Three-year old boy rescued from sexually abusive mother;No news platform;No Author;Mon, 26 Feb 2018 17:50:00 PST;No news type;Photo courtesy of International Justice Mission – Cebu A three-year-old boy from Lapu-Lapu City is the latest child rescued from the hands of his mother, who admitted to have sexually abused her child infront of a camera in exchange for money. The boy is a victim of Online Sexual Exploitation of Children (OSEC) and was rescued in an entrapment operation a few minutes past 2 p.m. on February 26 (Monday), according to a statement sent by non-government organization International Justice Mission (IJM). His mother was the suspected trafficker and was arrested during the entrapment operation. The boy is now under the protective custody of the Department of Social Welfare and Development Central Visayas (DSWD-7).  Smart phones and money transfer receipts were found in the possession of the boy’s mother. This was pursuant to the implementation of search warrant issued by Judge Ramon Daomilas Jr. of Regional Trial Court Branch 10 which was designated as a Cybercrime court. Lawyer John Tanagho, IJM Cebu field office director, said the operation came two days after two operations in Biliran and Tacloban rescued 13 victims and arrested three suspects. “This is a reminder that there is much progress in the fight against OSEC and effective law enforcement can rescue and protect traumatized Filipino children across the country,” Tanagho said. IJM said the suspect graphically described how she would sexually abuse her three-year-old son in exchange for money. “Before the entrapment, the suspect even sent sexually explicit videos of very young children forced to perform sex acts on the suspect,” said IJM in an official statement. It is also believed that the suspect has other victims, including a five-year-old girl, who was pictured in one of the explicit photographs. IJM said police caught the suspect in the act of offering to sexually abuse the boy and livestream the sex act from her home in Lapu-Lapu City. The successful OSEC operation was a collaborative effort of the Philippine National Police Women and Children’s Protection Center (WCPC) Visayas Field Unit, Lapu-Lapu City WCPC and Special Weapons and Tactics (SWAT), Regional Anti-Cybercrime Group, Department of Social Welfare and Development in Central Visayas (DSWD-7) and IJM. Police will file against the subject criminal violations under RA 9208 or the Anti-Trafficking in Persons Act, RA 9775 or the Anti-Child Pornography Act in relation to RA 10175 or the Cybercrime Prevention Act. IJM said rescued victims of OSEC need social services such as therapy and rehabilitation. “OSEC victims would only be returned to the community after a comprehensive family home and risk assessment is conducted to confirm that the home is a safe place for the children and that they will no longer be sexually abused or exploited by their parents or relatives,” said IJM statement.;No news category;No Tags;https://cebudailynews.inquirer.net/165149/three-year-old-boy-rescued-sexually-abusive-mother;15
243;OVAC;"Cordova resident gets 15 years for online trafficking; told to pay P1.1M fine";No news platform;No Author;Tue, 02 Jul 2019 16:01:10 PST;No news type;"Cora (not her real name) was ordered imprisoned for 15 years and was directed to pay a fine of P1.1 million after she admitted to charges of online trafficking filed against her in court. /IJM Photo CEBU CITY – A 22-year-old woman from Cordova town was sentenced to 15 years in prison after she pleaded guilty to online trafficking charges against her. Cora (not her real name) has admitted to the crime during the arraignment of her case on Thursday, June 27, before Judge James Stewart Ramon Himalaloan of the Cebu City Regional Trial Court Branch 7.  She also pleaded guilty to a second charge on the possession of child pornography that was also filed against her. Her victims were five children aged six to 15-years -old, said a press statement from the International Justice Mission (IJM). The IJM statement says that Cora was arrested an entrapment operation by the National Bureau of Investigation – Anti-Human Trafficking Division (NBI-AHTRAD) on December 5, 2015 in her residence in Cordova town. NBI agents also rescued her five victims during their operation.  Judge Himalaloan ordered Cora’s imprisonment for 15 years for the crime of attempted trafficking in persons and ordered the her to pay P1.1 million in fine and damages. She was given another one to two months jail term and was asked to pay a fine of P50, 000 for her conviction on the possession of child pornography charge against her. “This conviction is yet another victory in our fight against online sexual exploitation of our children. But this fight is not only about jailing Filipino online traffickers. The global criminal justice system also needs to go after foreign predators who lure Filipinos with their money to feed their inhumane and pervert desires. The Philippine criminal justice system will be more victorious if demand countries are also able to put these foreign predators behind bars,” said Cordova Mayor Mary Therese Sitoy-Cho. IJM has so far supported 68 cases against persons convicted for the Online Sexual Exploitation of Children (OSEC), a violent and global form of human trafficking. OSEC typically involves a foreign online predator coming from a Western country and demanding sexually exploitative materials on children from Filipino online traffickers. They also partnered with law enforcement agencies in the arrest of 216 OSEC perpetrators and the rescue of 503 victims and children at-risk across the country.  Many foreign online offenders coming from the U.S., Canada, Australia, the UK and Europe, who pay for and direct the live-streamed abuse in OSEC, have also been arrested and convicted. 

";No news category;No Tags;https://cebudailynews.inquirer.net/242496/cordova-resident-gets-15-years-for-online-trafficking-told-to-pay-p1-1m-fine;15
245;OVAC;Kansas man gets 84 years for making child porn in PH;INQUIRER.NET U.S. Bureau;INQUIRER.NET U.S. Bureau;2019-08-15T17:45:03+00:00;article;"Anthony Shultz was sentenced to 84 years in prison for making child porn and having sex with minors in the Philippines. HARVEY CO. JAIL WASHINGTON – A Kansas man who traveled to the Philippines and had sex with minor females there was sentenced to over 84 years in prison on Aug. 8. pleaded guilty to three counts of producing child pornography in July 2018 before U.S. District Judge Eric F. Melgren of the District of Kansas.  According to the guilty plea, Shultz engaged in sex acts with minor females in the Philippines.  He videotaped his sexual encounters with two minors and transported the videos to his home in Kansas.  Shultz would also sell the videos online.  One of the girls was only 12 years old at the time; the other was 15 years old. In one of the videos, Shultz is seen giving the 15-year-old money after having sex with her.  Shultz also produced child pornography of an 8-year-old girl in the Philippines by communicating on Skype with the child’s mother and directing the mother to live-stream the child’s genitals on web camera.  The FBI investigated the case. Trial Attorney Lauren E. Britsch of the Criminal Division’s Child Exploitation and Obscenity Section (CEOS) and Assistant U.S. Attorney Jason Hart of the District of Kansas prosecuted the case. This case was brought as part of Project Safe Childhood, a nationwide initiative to combat the growing epidemic of child sexual exploitation and abuse launched in May 2006 by the Department of Justice. For more information about Project Safe Childhood, visit www.justice.gov/psc ";No news category;['Anthony Shultz', 'child porn', 'child sex abuse', 'crime', 'pornography', 'Project Safe Childhood', 'sentencing'];https://usa.inquirer.net/37214/kansas-man-gets-84-years-for-making-child-porn-in-ph;15
246;OVAC;Barbra Streisand apologizes for remarks on Michael Jackson accusers;Associated Press;;Sun, 24 Mar 2019 14:41:57 PST;article;NEW YORK  — Barbra Streisand apologized Saturday for her remarks about Michael Jackson and two men who have accused him of sexual abuse, saying that she should have chosen her words more carefully and that she admires the accusers for “speaking their truth.” In this Dec. 14, 1986, file photo, singers Barbra Streisand and Michael Jackson attend the Scopus Awards of the American Friends of the Hebrew University ceremony in Los Angeles. Image: AP Photo/Mark Avery, File Streisand had received bitter criticism online after she was quoted in The Times of London as saying that Jackson’s accusers were “thrilled to be there” during the alleged abuse, which “didn’t kill them.”  After an initial statement Saturday to The Associated Press in which she sought to clarify her remarks, the superstar of song, stage and screen posted an apology online that went further. “I am profoundly sorry for any pain or misunderstanding I caused by not choosing my words more carefully about Michael Jackson and his victims,” she wrote.  “I didn’t mean to dismiss the trauma these boys experienced in any way,” she wrote. “Like all survivors of sexual assault, they will have to carry this for the rest of their lives. I feel deep remorse and I hope that James and Wade know that I truly respect and admire them for speaking their truth.” The apology went far beyond the earlier statement to the AP, in which she elaborated on her published remarks, saying she felt “nothing but sympathy” for the men, Wade Robson and James Safechuck, who accuse the late star of molesting them as children.  She wrote in that earlier statement: “To be crystal clear, there is no situation or circumstance where it is OK for the innocence of children to be taken advantage of by anyone.” The remarks in question came deep into a wide-ranging interview with The Times. Asked about Jackson, Streisand was quoted as saying she “absolutely” believed Robson and Safechuck, who make their allegations in the recent HBO documentary “Leaving Neverland.” Jackson’s estate has condemned the HBO documentary. Jackson, who died in 2009, was found not guilty in 2005 of charges he molested a 13-year-old boy. Streisand was asked about the documentary, which she called “too painful.” She then said that Jackson, when she met him, was “very sweet, very childlike.” Asked how she reconciled that man with the one portrayed in the documentary, she replied: “His sexual needs were his sexual needs, coming from whatever childhood he has or whatever DNA he has. You can say ‘molested,’ but those children, as you heard say, they were thrilled to be there. They both married and they both have children, so it didn’t kill them.”  Among those firing back on social media was the director of “Leaving Neverland,” Dan Reed, who wrote of that last quote: “Did you really say that?!” Asked by The Times whether she was angry at Jackson, Streisand said: “It’s a combination of feelings. I feel bad for the children. I feel bad for him. I blame, I guess, the parents, who would allow their children to sleep with him.” Also attracting attention Saturday for remarks about Jackson was his close friend and mentor Diana Ross. “This is what’s on my heart this morning,” Ross wrote on Twitter. “I believe and trust that Michael Jackson was and is A magnificent incredible force to me and to many others.” NVG RELATED STORIES: Barbra Streisand draws flak over comment on Michael Jackson Fan attacks on alleged Jackson victims are ‘vile’, says docu director;Celebrities and Showbiz;['Barbra Streisand', 'child sex abuse', 'Leaving Neverland', 'Michael Jackson', 'sexual assault', 'sexual misconduct'];https://entertainment.inquirer.net/323082/barbrastreisand-apologizes-for-remarks-on-michael-jackson-accusers;15
248;OVAC;Two women sentenced to over 4 years in jail for the sexual exploitation of minors;No news platform;No Author;Sat, 22 Feb 2020 10:48:14 PST;No news type;Two women from Talisay City were sentenced to over four years in jail for child sexual exploitation. | Photo courtesy of IJM CEBU CITY, Philippines – Cebu City Regional Trial Court Branch 11 Judge Ramon Daomilas Jr. sentenced two women from Talisay City to over four years in jail after they pleaded guilty to the charge for the violation of Republic Act 9775 or the Anti-Child Pornography Act that was filed against them. The two women aged 23 and 33-years-old are also faced with a separate charge for the trafficking of children for the purpose of online exploitation filed against them before the Regional Trial Court in Talisay City. “After a full trial (and) if they are convicted, they will face life sentences,” said a press release from the International Justice Mission (IJM). The separate cases filed against the two women stemmed from operations made by the Philippine National Police (PNP) PNP Regional Anti-Cybercrime Unit, Region 7 (RACU-7) in 2017 and 2018 respectively.  The 23-year-old offender was arrested in an operation in Barangay Dumlog, Talisay City on October 27, 2017, the IJM statement said. During the operation, policemen rescued a 17-year old girl and an adult. Both were sisters of the accused, it added. Meanwhile, the 33-year-older offender was arrested in Barangay Cansojong on June 15, 2018. During that operation, eight minors aged 3 to 17-years-old were rescued and turned over to DSWD for assessment and rehabilitation. “Whenever the justice system holds accountable people who sexually abuse and exploit children, it actually prevents the abuse of other children by restraining those offenders and deterring other criminals. When the laws are enforced, the abuse of vulnerable children is dramatically reduced as impunity is replaced with accountability,” said International Justice Mission Cebu Field Office Director John Tanagho.;No news category;No Tags;https://cebudailynews.inquirer.net/289697/two-women-sentenced-to-over-4-years-in-jail-for-the-sexual-exploitation-of-minors;15
249;OVAC;Minor nabbed for alleged online porn;No news platform;No Author;Mon, 09 Jul 2018 22:15:43 PST;No news type;Personnel from the Women and Children Protection Center-Visayas Field Unit (WCPC-VFU) talk with Lindsey (real name withheld), 17, after she was arrested for allegedly sexually abusing three underage girls in exchange for money from foreign clients. CONTRIBUTED PHOTO/IJM A 17-year-old girl who allegedly facilitated online sexual exploitation was arrested by police operatives at Barangay Sambag Dos in Cebu City past 1 p.m. on Monday. Lindsey (not her real name), was nabbed in an operation conducted by the Women and Children Protection Center – Visayas Field Unit (WCPC-VFU) of the Police Regional Office in Central Visayas. She allegedly offered to sexually abuse three underage girls and transmitted pornographic images in exchange for money from her foreign customers online. Senior Supt. Romeo Perigo, WCPC-VFU chief, said that Lindsey had been under surveillance since April 2017 because of her link to an American national who was suspected of being engaged in cyber trafficking.  During the surveillance, Lindsey allegedly transmitted lewd images of herself and three other underage girls. A 14-year-old girl, one of Lindsey’s alleged victims, was rescued during the operation and is now under the protective custody of the Department of Social Welfare and Development (DSWD-7). The operation was conducted in coordination with the Cebu City Police Office’s Women and Children Protection Desk (CCPO-WCPD), Special Weapons and Tactics (SWAT), Inter-Agency Council against Trafficking (IACAT-7), and the International Justice Mission (IJM). “Transmitting any form of child pornography is equally illegal as creating and producing it. Once an image has been transmitted online, it can be redistributed anywhere in the world multiple times,” said lawyer Lucille Dejito, IJM-Cebu Director of LegalInterventions. Since Lindsey is still a minor, she will also be turned over to the Cebu City Department of Social Welfare and Services pending further investigation. Both of her parents are in jail for illegal drug charges, Lindsey told the police. If the police determines that Lindsey’s alleged involvement in cyber pornography was done with discernment, she will be charged with violation of the Anti-Child Pornography Act in relation to the Cybercrime Prevention Act. “It is unfortunate that a brutal crime such as online sexual exploitation of children can also be perpetrated by minors against other children,” said Dejito. “If determined to be acting with discernment, the suspect will have to face accountability and go through the proper interventions under the law, otherwise, she will continue to exploit children with impunity,” Dejito added. The crime carries a penalty of 20 years in prison. “To those who are engaging in online sexual exploitation of children, you should stop your illegal activity now because the WCPC Visayas Field Unit will catch and bring you to the court of law,”Perigo warned.;No news category;No Tags;https://cebudailynews.inquirer.net/183653/minor-nabbed-alleged-online-porn;16
